"gene_id" "chromosome" "geneStart"
"559" "ENSG00000040731.6" "chr5" 24487209
"560" "ENSG00000040933.11" "chr2" 99061317
"561" "ENSG00000041353.5" "chr18" 52385091
"562" "ENSG00000041357.11" "chr15" 78832747
"563" "ENSG00000041515.11" "chr13" 109248500
"564" "ENSG00000041802.6" "chr3" 194361517
"565" "ENSG00000041880.10" "chr3" 51976361
"566" "ENSG00000041982.10" "chr9" 117782806
"567" "ENSG00000041988.11" "chr1" 6684926
"568" "ENSG00000042062.7" "chr20" 49202645
"569" "ENSG00000042088.9" "chr14" 90421283
"570" "ENSG00000042286.10" "chr10" 71857979
"571" "ENSG00000042304.6" "chr2" 228474806
"572" "ENSG00000042317.12" "chr14" 88851268
"573" "ENSG00000042429.6" "chr11" 93517393
"574" "ENSG00000042445.9" "chr2" 85569211
"575" "ENSG00000042493.11" "chr2" 85621871
"576" "ENSG00000042753.7" "chr19" 47341393
"577" "ENSG00000042781.8" "chr1" 215796236
"578" "ENSG00000042813.3" "chr7" 49890017
"579" "ENSG00000042832.7" "chr8" 133879203
"580" "ENSG00000042980.8" "chr8" 24151553
"581" "ENSG00000043039.5" "chr11" 129245835
"582" "ENSG00000043093.9" "chr3" 182655862
"583" "ENSG00000043143.16" "chr5" 133860003
"584" "ENSG00000043355.6" "chr13" 100634026
"585" "ENSG00000043462.7" "chr5" 169673241
"586" "ENSG00000043514.11" "chr1" 40306723
"587" "ENSG00000043591.4" "chr10" 115803806
"588" "ENSG00000044012.3" "chr1" 42619092
"589" "ENSG00000044090.4" "chr6" 43005355
"590" "ENSG00000044115.16" "chr5" 137946656
"591" "ENSG00000044446.7" "chrX" 18910418
"592" "ENSG00000044459.10" "chr9" 17134980
"593" "ENSG00000044524.6" "chr3" 89156674
"594" "ENSG00000044574.7" "chr9" 127997132
"595" "ENSG00000046604.8" "chr18" 29078006
"596" "ENSG00000046647.9" "chrX" 14026398
"597" "ENSG00000046651.10" "chrX" 13752832
"598" "ENSG00000046653.10" "chrX" 13789150
"599" "ENSG00000046774.9" "chrX" 141290131
"600" "ENSG00000046889.14" "chr8" 68864353
"601" "ENSG00000047056.10" "chr10" 1095478
"602" "ENSG00000047188.11" "chr5" 112849380
"603" "ENSG00000047230.10" "chrX" 16606126
"604" "ENSG00000047249.12" "chr8" 54628117
"605" "ENSG00000047315.10" "chr4" 57843888
"606" "ENSG00000047346.8" "chr15" 52873514
"607" "ENSG00000047365.7" "chr4" 35949843
"608" "ENSG00000047410.9" "chr1" 186280784
"609" "ENSG00000047457.9" "chr3" 148880197
"610" "ENSG00000047578.8" "chr16" 27561454
"611" "ENSG00000047579.15" "chr6" 15523032
"612" "ENSG00000047597.5" "chrX" 37545012
"613" "ENSG00000047617.10" "chr12" 5641035
"614" "ENSG00000047621.7" "chr12" 4596894
"615" "ENSG00000047634.10" "chrX" 17755588
"616" "ENSG00000047644.13" "chrX" 9983602
"617" "ENSG00000047648.17" "chrX" 11136239
"618" "ENSG00000047662.4" "chr4" 17630929
"619" "ENSG00000047849.17" "chr3" 47892182
"620" "ENSG00000047932.9" "chr6" 117639374
"621" "ENSG00000047936.6" "chr6" 117609463
"622" "ENSG00000048028.7" "chr11" 113668596
"623" "ENSG00000048052.17" "chr7" 18126572
"624" "ENSG00000048140.13" "chr5" 176074388
"625" "ENSG00000048162.15" "chr5" 175810949
"626" "ENSG00000048342.11" "chr4" 15471489
"627" "ENSG00000048392.7" "chr8" 103216730
"628" "ENSG00000048405.5" "chr7" 126986844
"629" "ENSG00000048462.6" "chr16" 12058964
"630" "ENSG00000048471.9" "chr16" 12070594
"631" "ENSG00000048540.10" "chr12" 16701307
"632" "ENSG00000048544.5" "chr6" 42174539
"633" "ENSG00000048545.9" "chr6" 42123144
"634" "ENSG00000048649.9" "chr11" 77371041
"635" "ENSG00000048707.9" "chr1" 12290124
"636" "ENSG00000048740.13" "chr10" 11047259
"637" "ENSG00000048828.12" "chr9" 96214004
"638" "ENSG00000048991.12" "chr2" 136289025
"639" "ENSG00000049089.9" "chr1" 40766159
"640" "ENSG00000049130.9" "chr12" 88886570
"641" "ENSG00000049167.9" "chr5" 60169658
"642" "ENSG00000049192.10" "chr5" 64444563
"643" "ENSG00000049239.8" "chr1" 9294834
"644" "ENSG00000049245.8" "chr1" 7831329
"645" "ENSG00000049246.10" "chr1" 7844380
"646" "ENSG00000049247.9" "chr1" 7903143
"647" "ENSG00000049249.4" "chr1" 7979907
"648" "ENSG00000049283.13" "chr17" 48609904
"649" "ENSG00000049323.11" "chr2" 33172039
"650" "ENSG00000049449.4" "chr11" 31833939
"651" "ENSG00000049540.12" "chr7" 73442119
"652" "ENSG00000049541.6" "chr7" 73645829
"653" "ENSG00000049618.17" "chr6" 157099063
"654" "ENSG00000049656.9" "chr5" 1317859
"655" "ENSG00000049759.12" "chr18" 55711599
"656" "ENSG00000049768.10" "chrX" 49106897
"657" "ENSG00000049769.8" "chrX" 49126306
"658" "ENSG00000049860.9" "chr5" 73935848
"659" "ENSG00000049883.10" "chr5" 71616194
"660" "ENSG00000050030.9" "chrX" 73952684
"661" "ENSG00000050130.13" "chr14" 59951161
"662" "ENSG00000050165.13" "chr11" 11984653
"663" "ENSG00000050327.10" "chr7" 144052381
"664" "ENSG00000050344.8" "chr7" 26191860
"665" "ENSG00000050393.7" "chr6" 13786789
"666" "ENSG00000050405.9" "chr12" 50569571
"667" "ENSG00000050426.11" "chr12" 51441745
"668" "ENSG00000050438.12" "chr12" 51785101
"669" "ENSG00000050555.13" "chr9" 133884469
"670" "ENSG00000050628.16" "chr1" 71318036
"671" "ENSG00000050730.11" "chr4" 122052563
"672" "ENSG00000050748.13" "chr5" 179660143
"673" "ENSG00000050767.11" "chr5" 177664619
"674" "ENSG00000050820.12" "chr16" 75262928
"675" "ENSG00000051009.6" "chr11" 6232565
"676" "ENSG00000051108.10" "chr16" 56965960
"677" "ENSG00000051128.14" "chr19" 19040010
"678" "ENSG00000051180.12" "chr15" 40986972
"679" "ENSG00000051341.9" "chr3" 121150278
"680" "ENSG00000051382.4" "chr3" 138372860
"681" "ENSG00000051523.6" "chr16" 88709691
"682" "ENSG00000051596.5" "chr5" 175344876
"683" "ENSG00000051620.6" "chr6" 138724668
"684" "ENSG00000051825.10" "chr12" 123636867
"685" "ENSG00000052126.10" "chr12" 19282648
"686" "ENSG00000052344.11" "chr16" 31142756
"687" "ENSG00000052723.7" "chr1" 115312100
"688" "ENSG00000052749.9" "chr10" 99116115
"689" "ENSG00000052795.8" "chr4" 159690290
"690" "ENSG00000052802.8" "chr4" 166248775
"691" "ENSG00000052841.10" "chr11" 43380482
"692" "ENSG00000052850.5" "chr11" 44281994
"693" "ENSG00000053108.12" "chr5" 132532147
"694" "ENSG00000053254.11" "chr14" 89591215
"695" "ENSG00000053328.8" "chr6" 110567131
"696" "ENSG00000053371.8" "chr1" 19630459
"697" "ENSG00000053372.4" "chr1" 19578033
"698" "ENSG00000053438.7" "chr20" 36149617
"699" "ENSG00000053501.8" "chr19" 17326155
"700" "ENSG00000053524.7" "chr3" 182895831
"701" "ENSG00000053702.10" "chr12" 2934514
"702" "ENSG00000053747.11" "chr18" 21269407
"703" "ENSG00000053770.7" "chr14" 57735627
"704" "ENSG00000053900.6" "chr4" 25378835
"705" "ENSG00000053918.11" "chr11" 2465914
"706" "ENSG00000054116.7" "chr1" 36602173
"707" "ENSG00000054118.9" "chr1" 36690017
"708" "ENSG00000054148.13" "chr9" 139743176
"709" "ENSG00000054179.7" "chr9" 139942550
"710" "ENSG00000054219.9" "chr2" 160628362
"711" "ENSG00000054267.16" "chr1" 235294949
"712" "ENSG00000054277.8" "chr1" 241753404
"713" "ENSG00000054282.11" "chr1" 243419320
"714" "ENSG00000054356.9" "chr2" 220154345
"715" "ENSG00000054392.8" "chr1" 210501596
"716" "ENSG00000054523.12" "chr1" 10270863
"717" "ENSG00000054598.5" "chr6" 1610681
"718" "ENSG00000054611.9" "chr22" 47158518
"719" "ENSG00000054654.11" "chr14" 64319683
"720" "ENSG00000054690.9" "chr14" 68000018
"721" "ENSG00000054793.9" "chr20" 50213053
"722" "ENSG00000054796.8" "chr20" 55904815
"723" "ENSG00000054803.3" "chr20" 54572496
"724" "ENSG00000054938.11" "chr11" 74407474
"725" "ENSG00000054965.6" "chr11" 73111532
"726" "ENSG00000054967.8" "chr11" 73087309
"727" "ENSG00000054983.12" "chr14" 88304164
"728" "ENSG00000055044.6" "chr2" 203130439
"729" "ENSG00000055070.12" "chr1" 16679070
"730" "ENSG00000055118.10" "chr7" 150642049
"731" "ENSG00000055130.11" "chr7" 148395006
"732" "ENSG00000055147.13" "chr5" 153369688
"733" "ENSG00000055163.14" "chr5" 156693089
"734" "ENSG00000055208.13" "chr6" 149539777
"735" "ENSG00000055211.8" "chr6" 149887430
"736" "ENSG00000055332.12" "chr2" 37326353
"737" "ENSG00000055483.15" "chr17" 76783463
"738" "ENSG00000055609.13" "chr7" 151832010
"739" "ENSG00000055732.8" "chr1" 85483765
"740" "ENSG00000055813.5" "chr2" 56411258
"741" "ENSG00000055917.11" "chr2" 20448452
"742" "ENSG00000055950.12" "chr10" 102729215
"743" "ENSG00000055955.11" "chr3" 52846991
"744" "ENSG00000055957.6" "chr3" 52811603
"745" "ENSG00000056050.6" "chr4" 170650616
"746" "ENSG00000056097.11" "chr5" 32354456
"747" "ENSG00000056277.11" "chrX" 129336685
"748" "ENSG00000056291.13" "chr4" 72897521
"749" "ENSG00000056487.11" "chr22" 45277042
"750" "ENSG00000056558.6" "chr9" 123664671
"751" "ENSG00000056586.11" "chr9" 125606835
"752" "ENSG00000056661.9" "chr17" 36890150
"753" "ENSG00000056736.5" "chr3" 53880607
"754" "ENSG00000056972.14" "chr6" 111877657
"755" "ENSG00000056998.14" "chrX" 2746829
"756" "ENSG00000057019.11" "chr3" 98514785
"757" "ENSG00000057149.10" "chr18" 61322431
"758" "ENSG00000057252.8" "chr1" 179262925
"759" "ENSG00000057294.9" "chr12" 32943679
"760" "ENSG00000057468.6" "chr1" 76262567
"761" "ENSG00000057593.9" "chr13" 113760105
"762" "ENSG00000057608.12" "chr10" 5807186
"763" "ENSG00000057657.10" "chr6" 106534195
"764" "ENSG00000057663.8" "chr6" 106632351
"765" "ENSG00000057704.6" "chr12" 94960900
"766" "ENSG00000057757.5" "chr1" 24104895
"767" "ENSG00000057935.9" "chr2" 42721709
"768" "ENSG00000058056.4" "chr3" 179370543
"769" "ENSG00000058063.11" "chr3" 182511288
"770" "ENSG00000058085.10" "chr1" 183155373
"771" "ENSG00000058091.12" "chr7" 90095738
"772" "ENSG00000058262.5" "chr3" 127770484
"773" "ENSG00000058272.11" "chr12" 80167343
"774" "ENSG00000058335.11" "chr15" 79252289
"775" "ENSG00000058404.15" "chr7" 44256749
"776" "ENSG00000058453.12" "chr1" 17066768
"777" "ENSG00000058600.11" "chr16" 22308730
"778" "ENSG00000058668.10" "chr1" 203595689
"779" "ENSG00000058673.11" "chr1" 203764782
"780" "ENSG00000058729.6" "chr5" 96496571
"781" "ENSG00000058799.9" "chr1" 54317392
"782" "ENSG00000058804.10" "chr1" 54231133
"783" "ENSG00000058866.10" "chr3" 185823457
"784" "ENSG00000059122.12" "chr16" 2961938
"785" "ENSG00000059145.14" "chr16" 1413206
"786" "ENSG00000059377.11" "chr7" 139476850
"787" "ENSG00000059378.8" "chr7" 139723544
"788" "ENSG00000059573.4" "chr10" 97365696
"789" "ENSG00000059588.5" "chr1" 234527059
"790" "ENSG00000059691.7" "chr4" 152591656
"791" "ENSG00000059728.6" "chr2" 70124820
"792" "ENSG00000059758.3" "chr12" 96672039
"793" "ENSG00000059769.15" "chr9" 114393632
"794" "ENSG00000059804.11" "chr12" 8071826
"795" "ENSG00000059915.12" "chr10" 104162376
"796" "ENSG00000060069.12" "chr18" 77439801
"797" "ENSG00000060138.8" "chr12" 10851683
"798" "ENSG00000060140.4" "chr12" 10771538
"799" "ENSG00000060339.9" "chr10" 70480769
"800" "ENSG00000060491.12" "chr20" 61436187
"801" "ENSG00000060558.3" "chr19" 3136191
"802" "ENSG00000060566.9" "chr19" 4153598
"803" "ENSG00000060642.6" "chr1" 27113963
"804" "ENSG00000060656.15" "chr1" 29563028
"805" "ENSG00000060688.8" "chr1" 31732417
"806" "ENSG00000060709.9" "chr12" 130880682
"807" "ENSG00000060718.14" "chr1" 103342023
"808" "ENSG00000060749.10" "chr11" 32914724
"809" "ENSG00000060762.14" "chr6" 166778407
"810" "ENSG00000060971.13" "chr3" 38144620
"811" "ENSG00000060982.10" "chr12" 24964295
"812" "ENSG00000061273.13" "chr12" 48176505
"813" "ENSG00000061337.11" "chr8" 20103676
"814" "ENSG00000061455.10" "chr5" 122424816
"815" "ENSG00000061492.7" "chr5" 137419581
"816" "ENSG00000061656.5" "chr20" 34203814
"817" "ENSG00000061676.10" "chr2" 183773843
"818" "ENSG00000061794.8" "chr12" 27863706
"819" "ENSG00000061918.8" "chr4" 156680144
"820" "ENSG00000061936.5" "chr12" 132195626
"821" "ENSG00000061938.12" "chr3" 195590235
"822" "ENSG00000061987.10" "chr12" 62860597
"823" "ENSG00000062038.9" "chr16" 68670092
"824" "ENSG00000062096.10" "chrX" 2959512
"825" "ENSG00000062194.11" "chr5" 56469775
"826" "ENSG00000062282.10" "chr11" 75470557
"827" "ENSG00000062370.12" "chr19" 44830708
"828" "ENSG00000062485.14" "chr12" 56665483
"829" "ENSG00000062524.11" "chr15" 41795836
"830" "ENSG00000062582.9" "chr7" 43906157
"831" "ENSG00000062598.13" "chr20" 44994688
"832" "ENSG00000062650.13" "chr10" 88195013
"833" "ENSG00000062716.6" "chr17" 57784553
"834" "ENSG00000062725.5" "chr17" 58520520
"835" "ENSG00000062822.8" "chr19" 50887461
"836" "ENSG00000063015.15" "chr17" 27281919
"837" "ENSG00000063046.13" "chr12" 53399942
"838" "ENSG00000063127.11" "chr19" 49792895
"839" "ENSG00000063169.6" "chr19" 48111453
"840" "ENSG00000063176.11" "chr19" 49122548
"841" "ENSG00000063177.8" "chr19" 49118585
"842" "ENSG00000063180.4" "chr19" 49141199
"843" "ENSG00000063241.3" "chr19" 55964352
"844" "ENSG00000063244.8" "chr19" 56165512
"845" "ENSG00000063245.10" "chr19" 56186592
"846" "ENSG00000063322.9" "chr19" 39881943
"847" "ENSG00000063515.2" "chr22" 19136089
"848" "ENSG00000063587.12" "chrX" 152599613
"849" "ENSG00000063601.12" "chrX" 149861435
"850" "ENSG00000063660.4" "chr2" 241375088
"851" "ENSG00000063761.11" "chr14" 78266426
"852" "ENSG00000063854.8" "chr16" 1845621
"853" "ENSG00000063978.11" "chr4" 2463947
"854" "ENSG00000064012.17" "chr2" 202098166
"855" "ENSG00000064042.13" "chr4" 41361624
"856" "ENSG00000064102.10" "chr12" 27058114
"857" "ENSG00000064115.6" "chr12" 27126128
"858" "ENSG00000064195.7" "chr17" 48067369
"859" "ENSG00000064199.2" "chr11" 124543694
"860" "ENSG00000064201.11" "chr11" 2323227
"861" "ENSG00000064205.6" "chr20" 43343485
"862" "ENSG00000064225.8" "chr3" 98451080
"863" "ENSG00000064270.8" "chr16" 84402133
"864" "ENSG00000064300.4" "chr17" 47572655
"865" "ENSG00000064309.10" "chr11" 125825691
"866" "ENSG00000064313.7" "chr8" 120743015
"867" "ENSG00000064393.11" "chr7" 139246316
"868" "ENSG00000064419.9" "chr7" 128594948
"869" "ENSG00000064489.17" "chr19" 19256376
"870" "ENSG00000064490.9" "chr19" 19303008
"871" "ENSG00000064545.10" "chr19" 19229978
"872" "ENSG00000064547.9" "chr19" 19734477
"873" "ENSG00000064601.12" "chr20" 44518783
"874" "ENSG00000064607.12" "chr19" 19101697
"875" "ENSG00000064651.9" "chr5" 127419458
"876" "ENSG00000064652.6" "chr5" 122179134
"877" "ENSG00000064655.14" "chr20" 45523263
"878" "ENSG00000064666.10" "chr19" 1026298
"879" "ENSG00000064687.8" "chr19" 1040102
"880" "ENSG00000064692.14" "chr5" 121647049
"881" "ENSG00000064703.7" "chr1" 112297867
"882" "ENSG00000064726.5" "chr15" 83685174
"883" "ENSG00000064763.6" "chr12" 29302036
"884" "ENSG00000064787.8" "chr20" 52553316
"885" "ENSG00000064835.6" "chr3" 87308554
"886" "ENSG00000064886.9" "chr1" 111743393
"887" "ENSG00000064932.11" "chr19" 1107636
"888" "ENSG00000064933.12" "chr2" 190649107
"889" "ENSG00000064961.14" "chr19" 3572775
"890" "ENSG00000064989.8" "chr2" 188207856
"891" "ENSG00000064995.12" "chr6" 34845555
"892" "ENSG00000064999.12" "chr6" 34857042
"893" "ENSG00000065000.11" "chr19" 2100988
"894" "ENSG00000065029.10" "chr6" 35226686
"895" "ENSG00000065054.9" "chr16" 2075357
"896" "ENSG00000065057.3" "chr16" 2089816
"897" "ENSG00000065060.12" "chr6" 34759857
"898" "ENSG00000065135.7" "chr1" 110091233
"899" "ENSG00000065150.14" "chr13" 98605912
"900" "ENSG00000065154.7" "chr10" 126085872
"901" "ENSG00000065183.11" "chr1" 118472343
"902" "ENSG00000065243.14" "chr1" 89149905
"903" "ENSG00000065308.4" "chr6" 52362200
"904" "ENSG00000065320.4" "chr17" 8924859
"905" "ENSG00000065325.8" "chr17" 9725523
"906" "ENSG00000065328.12" "chr10" 13203554
"907" "ENSG00000065357.15" "chr12" 56321103
"908" "ENSG00000065361.10" "chr12" 56473641
"909" "ENSG00000065371.13" "chr3" 123687368
"910" "ENSG00000065413.12" "chr2" 197831741
"911" "ENSG00000065427.10" "chr16" 75661622
"912" "ENSG00000065457.6" "chr16" 75630879
"913" "ENSG00000065485.13" "chr3" 122785909
"914" "ENSG00000065491.8" "chr6" 37225548
"915" "ENSG00000065518.7" "chr3" 120315156
"916" "ENSG00000065526.6" "chr1" 16174359
"917" "ENSG00000065534.14" "chr3" 123328896
"918" "ENSG00000065548.13" "chr2" 187350883
"919" "ENSG00000065559.10" "chr17" 11924141
"920" "ENSG00000065600.8" "chr1" 212537273
"921" "ENSG00000065609.10" "chr6" 84262599
"922" "ENSG00000065613.9" "chr10" 105726959
"923" "ENSG00000065615.9" "chr6" 84569362
"924" "ENSG00000065618.12" "chr10" 105791044
"925" "ENSG00000065621.10" "chr10" 106028631
"926" "ENSG00000065665.16" "chr10" 12171636
"927" "ENSG00000065675.10" "chr10" 6469105
"928" "ENSG00000065717.10" "chr19" 2997636
"929" "ENSG00000065802.7" "chr2" 239335383
"930" "ENSG00000065809.9" "chr10" 14560556
"931" "ENSG00000065833.7" "chr6" 83920108
"932" "ENSG00000065882.11" "chr4" 37892708
"933" "ENSG00000065883.10" "chr7" 39989636
"934" "ENSG00000065911.7" "chr2" 74425689
"935" "ENSG00000065923.5" "chrX" 46464753
"936" "ENSG00000065970.4" "chr12" 8185299
"937" "ENSG00000065978.13" "chr1" 43148098
"938" "ENSG00000065989.11" "chr19" 10527449
"939" "ENSG00000066027.7" "chr1" 212458879
"940" "ENSG00000066032.14" "chr2" 79412357
"941" "ENSG00000066044.9" "chr19" 8023463
"942" "ENSG00000066056.9" "chr1" 43766664
"943" "ENSG00000066084.8" "chr12" 50898768
"944" "ENSG00000066117.10" "chr12" 50478755
"945" "ENSG00000066135.8" "chr1" 44115829
"946" "ENSG00000066136.15" "chr1" 41157320
"947" "ENSG00000066185.8" "chr1" 42896000
"948" "ENSG00000066248.10" "chr2" 233743396
"949" "ENSG00000066279.12" "chr1" 197053258
"950" "ENSG00000066294.10" "chr1" 160510885
"951" "ENSG00000066322.8" "chr1" 43829068
"952" "ENSG00000066336.7" "chr11" 47376411
"953" "ENSG00000066379.10" "chr6" 30026676
"954" "ENSG00000066382.12" "chr11" 30406040
"955" "ENSG00000066405.8" "chr3" 137717577
"956" "ENSG00000066422.4" "chr3" 101367733
"957" "ENSG00000066427.17" "chr14" 92524896
"958" "ENSG00000066455.8" "chr14" 93260576
"959" "ENSG00000066468.16" "chr10" 123237848
"960" "ENSG00000066557.5" "chr1" 70610488
"961" "ENSG00000066583.7" "chr5" 128430444
"962" "ENSG00000066629.12" "chr14" 100204030
"963" "ENSG00000066651.13" "chr6" 126307576
"964" "ENSG00000066654.8" "chr16" 20744986
"965" "ENSG00000066697.10" "chr9" 103189438
"966" "ENSG00000066735.10" "chr14" 104605060
"967" "ENSG00000066739.7" "chr14" 96747595
"968" "ENSG00000066777.4" "chr8" 68085747
"969" "ENSG00000066813.10" "chr16" 20547548
"970" "ENSG00000066827.11" "chr8" 135490031
"971" "ENSG00000066855.11" "chr8" 66556969
"972" "ENSG00000066923.13" "chr7" 99775186
"973" "ENSG00000066926.6" "chr18" 55215515
"974" "ENSG00000066933.11" "chr15" 72114632
"975" "ENSG00000067048.12" "chrY" 15016019
"976" "ENSG00000067057.12" "chr10" 3108525
"977" "ENSG00000067064.6" "chr10" 1085848
"978" "ENSG00000067066.12" "chr2" 231280657
"979" "ENSG00000067082.10" "chr10" 3818188
"980" "ENSG00000067113.12" "chr5" 54720682
"981" "ENSG00000067141.12" "chr15" 73344051
"982" "ENSG00000067167.3" "chr8" 71485677
"983" "ENSG00000067177.10" "chrX" 71798664
"984" "ENSG00000067182.3" "chr12" 6437923
"985" "ENSG00000067191.11" "chr17" 37329709
"986" "ENSG00000067208.10" "chr1" 92974253
"987" "ENSG00000067221.9" "chr15" 74275547
"988" "ENSG00000067225.13" "chr15" 72491370
"989" "ENSG00000067248.5" "chr5" 54552073
"990" "ENSG00000067334.9" "chr1" 94333373
"991" "ENSG00000067365.10" "chr16" 8715540
"992" "ENSG00000067369.9" "chr15" 43699407
"993" "ENSG00000067445.16" "chrX" 54946895
"994" "ENSG00000067533.5" "chr1" 218458629
"995" "ENSG00000067560.6" "chr3" 49396578
"996" "ENSG00000067596.6" "chr17" 41561233
"997" "ENSG00000067606.11" "chr1" 1981909
"998" "ENSG00000067646.7" "chrY" 2803112
"999" "ENSG00000067704.8" "chr1" 220267444
"1000" "ENSG00000067715.9" "chr12" 79257773
"1001" "ENSG00000067798.9" "chr12" 78224685
"1002" "ENSG00000067829.14" "chrX" 153051221
"1003" "ENSG00000067836.8" "chr16" 4846969
"1004" "ENSG00000067840.8" "chrX" 153067621
"1005" "ENSG00000067842.13" "chrX" 152783134
"1006" "ENSG00000067900.6" "chr18" 18526867
"1007" "ENSG00000067955.9" "chr16" 67063019
"1008" "ENSG00000067992.8" "chrX" 24483338
"1009" "ENSG00000068001.9" "chr3" 50355221
"1010" "ENSG00000068024.12" "chr2" 239969864
"1011" "ENSG00000068028.13" "chr3" 50367219
"1012" "ENSG00000068078.13" "chr4" 1795034
"1013" "ENSG00000068079.3" "chr17" 41158742
"1014" "ENSG00000068097.10" "chr17" 58120555
"1015" "ENSG00000068120.10" "chr17" 40713485
"1016" "ENSG00000068137.10" "chr17" 40819932
"1017" "ENSG00000068305.13" "chr15" 100017370
"1018" "ENSG00000068308.9" "chrX" 48779305
"1019" "ENSG00000068323.12" "chrX" 48886242
"1020" "ENSG00000068354.11" "chrX" 48397845
"1021" "ENSG00000068366.15" "chrX" 108867473
"1022" "ENSG00000068383.14" "chr10" 134351324
